dataset,k,algorithm,method,repeat,nodes,edges,baseline_rss_mib,baseline_maxrss_mib,peak_maxrss_mib,incremental_peak_rss_mib,end_rss_mib,output_matrix_mib,temporary_over_output_mib,affinity_cpu
digits,5,johnson,J,1,1797,6427,37.64453125,37.4375,65.234375,27.58984375,65.375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,2,1797,6427,37.64453125,37.44140625,65.234375,27.58984375,65.375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,3,1797,6427,37.64453125,37.44140625,65.234375,27.58984375,65.375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,4,1797,6427,37.64453125,37.44140625,65.234375,27.58984375,65.375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,5,1797,6427,37.6484375,37.44140625,65.23828125,27.58984375,65.37890625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,6,1797,6427,37.6484375,37.4453125,65.23828125,27.58984375,65.37890625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,7,1797,6427,37.6484375,37.4453125,65.23828125,27.58984375,65.37890625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,8,1797,6427,37.6484375,37.4453125,65.23828125,27.58984375,65.3828125,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,9,1797,6427,37.6484375,37.4453125,65.23828125,27.58984375,65.3828125,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,10,1797,6427,37.65234375,37.4453125,65.2421875,27.58984375,65.3828125,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,11,1797,6427,37.65234375,37.44921875,65.2421875,27.58984375,65.3828125,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,12,1797,6427,37.65234375,37.44921875,65.2421875,27.58984375,65.38671875,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,13,1797,6427,37.65625,37.44921875,65.24609375,27.58984375,65.38671875,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,14,1797,6427,37.65625,37.44921875,65.24609375,27.58984375,65.390625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,15,1797,6427,37.66015625,37.453125,65.25,27.58984375,65.39453125,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,16,1797,6427,37.66015625,37.45703125,65.25,27.58984375,65.39453125,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,17,1797,6427,37.66015625,37.45703125,65.25,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,18,1797,6427,37.66015625,37.45703125,65.25,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,19,1797,6427,37.66015625,37.45703125,65.25,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,20,1797,6427,37.6640625,37.4609375,65.25390625,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,21,1797,6427,37.6640625,37.4609375,65.25390625,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,22,1797,6427,37.6640625,37.4609375,65.25390625,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,23,1797,6427,37.6640625,37.4609375,65.25390625,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,24,1797,6427,37.6640625,37.4609375,65.25390625,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,25,1797,6427,37.66796875,37.4609375,65.2578125,27.58984375,65.3984375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,26,1797,6427,37.66796875,37.46484375,65.2578125,27.58984375,65.40234375,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,27,1797,6427,37.66796875,37.46484375,65.2578125,27.58984375,65.40625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,28,1797,6427,37.66796875,37.46484375,65.2578125,27.58984375,65.40625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,29,1797,6427,37.671875,37.46484375,65.26171875,27.58984375,65.41015625,24.63690948486328,2.9529342651367188,0
digits,5,johnson,J,30,1797,6427,37.67578125,37.46875,65.265625,27.58984375,65.41015625,24.63690948486328,2.9529342651367188,0
