dataset,k,algorithm,method,repeat,nodes,edges,baseline_rss_mib,baseline_maxrss_mib,peak_maxrss_mib,incremental_peak_rss_mib,end_rss_mib,output_matrix_mib,temporary_over_output_mib,affinity_cpu
wine,20,johnson,J,1,178,2390,37.44921875,37.26953125,40.51953125,3.0703125,40.56640625,0.241729736328125,2.828582763671875,0
wine,20,johnson,J,2,178,2390,37.44921875,37.2734375,40.5234375,3.07421875,40.56640625,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,3,178,2390,37.44921875,37.2734375,40.5234375,3.07421875,40.56640625,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,4,178,2390,37.44921875,37.2734375,40.5234375,3.07421875,40.56640625,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,5,178,2390,37.453125,37.2734375,40.5234375,3.0703125,40.5703125,0.241729736328125,2.828582763671875,0
wine,20,johnson,J,6,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,7,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,8,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,9,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,10,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,11,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,12,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.5703125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,13,178,2390,37.453125,37.27734375,40.52734375,3.07421875,40.578125,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,14,178,2390,37.4609375,37.27734375,40.52734375,3.06640625,40.58203125,0.241729736328125,2.824676513671875,0
wine,20,johnson,J,15,178,2390,37.46484375,37.28125,40.53125,3.06640625,40.5859375,0.241729736328125,2.824676513671875,0
wine,20,johnson,J,16,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.5859375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,17,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.5859375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,18,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.5859375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,19,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.5859375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,20,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.5859375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,21,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.5859375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,22,178,2390,37.46484375,37.2890625,40.5390625,3.07421875,40.58984375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,23,178,2390,37.46875,37.2890625,40.5390625,3.0703125,40.58984375,0.241729736328125,2.828582763671875,0
wine,20,johnson,J,24,178,2390,37.46875,37.29296875,40.54296875,3.07421875,40.58984375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,25,178,2390,37.47265625,37.29296875,40.54296875,3.0703125,40.58984375,0.241729736328125,2.828582763671875,0
wine,20,johnson,J,26,178,2390,37.47265625,37.296875,40.546875,3.07421875,40.59375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,27,178,2390,37.47265625,37.296875,40.546875,3.07421875,40.59375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,28,178,2390,37.47265625,37.296875,40.546875,3.07421875,40.59375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,29,178,2390,37.47265625,37.296875,40.546875,3.07421875,40.59375,0.241729736328125,2.832489013671875,0
wine,20,johnson,J,30,178,2390,37.4765625,37.296875,40.546875,3.0703125,40.6015625,0.241729736328125,2.828582763671875,0
