dataset,nodes,k,seed_id,algorithm,seed_median_s,seed_iqr_s,n_repeats
digits_n300,300,20,2,dijkstra,0.0292117115,0.0019438972499999999,6
digits_n300,300,20,2,floyd_warshall,0.039992135,0.001777975000000001,6
digits_n300,300,20,2,johnson,0.039265317,0.0006165312499999964,6
digits_n300,300,20,3,dijkstra,0.0297924775,0.002488284000000004,6
digits_n300,300,20,3,floyd_warshall,0.041756773999999997,0.001742865250000003,6
digits_n300,300,20,3,johnson,0.0405260555,0.001455090499999992,6
digits_n300,300,20,4,dijkstra,0.028910035,0.0006017222499999988,6
digits_n300,300,20,4,floyd_warshall,0.038706585,0.002305021750000004,6
digits_n300,300,20,4,johnson,0.038419033500000005,0.0004610732499999992,6
digits_n400,400,5,0,dijkstra,0.026576004,0.0006672152499999986,6
digits_n400,400,5,0,floyd_warshall,0.057306052499999996,0.002615482250000002,6
digits_n400,400,5,0,johnson,0.03297749899999999,0.000683964499999995,6
digits_n400,400,5,1,dijkstra,0.02638117,0.0015813470000000003,6
digits_n400,400,5,1,floyd_warshall,0.056650708,0.0032074882500000013,6
digits_n400,400,5,1,johnson,0.031594183,0.00023805799999999933,6
digits_n400,400,5,2,dijkstra,0.0261872955,0.001486867499999999,6
digits_n400,400,5,2,floyd_warshall,0.054749025500000006,0.003066256250000003,6
digits_n400,400,5,2,johnson,0.031474713,0.0011870270000000037,6
digits_n400,400,5,3,dijkstra,0.026577563,0.0008512654999999966,6
digits_n400,400,5,3,floyd_warshall,0.0555241515,0.001867671750000001,6
digits_n400,400,5,3,johnson,0.0329309395,0.0008819445000000023,6
digits_n400,400,5,4,dijkstra,0.0267174025,0.0009873900000000012,6
digits_n400,400,5,4,floyd_warshall,0.0483565885,0.002616746000000003,6
digits_n400,400,5,4,johnson,0.029691833,0.001228884000000003,6
digits_n400,400,10,0,dijkstra,0.0374233295,0.0008116847500000066,6
digits_n400,400,10,0,floyd_warshall,0.0756347055,0.004687554499999996,6
digits_n400,400,10,0,johnson,0.04746894,0.0025999915000000026,6
digits_n400,400,10,1,dijkstra,0.0355916535,0.0006128272499999962,6
digits_n400,400,10,1,floyd_warshall,0.080701996,0.0027421482500000066,6
digits_n400,400,10,1,johnson,0.045489202,0.0003132492500000014,6
digits_n400,400,10,2,dijkstra,0.036710229999999996,0.0011028970000000055,6
digits_n400,400,10,2,floyd_warshall,0.0819289325,0.002505096750000005,6
digits_n400,400,10,2,johnson,0.0475307165,0.0028245867499999966,6
digits_n400,400,10,3,dijkstra,0.0361560385,0.000471081250000005,6
digits_n400,400,10,3,floyd_warshall,0.0757346945,0.0034905959999999986,6
digits_n400,400,10,3,johnson,0.045790229,0.0018565609999999996,6
digits_n400,400,10,4,dijkstra,0.0363531205,0.0016320879999999968,6
digits_n400,400,10,4,floyd_warshall,0.083328416,0.01645983525,6
digits_n400,400,10,4,johnson,0.046960584,0.0016298742499999963,6
digits_n400,400,20,0,dijkstra,0.0524922535,0.0006156717500000047,6
digits_n400,400,20,0,floyd_warshall,0.0882949295,0.0016958925000000041,6
digits_n400,400,20,0,johnson,0.069361521,0.001082844750000006,6
digits_n400,400,20,1,dijkstra,0.051270421999999996,0.0007707782499999996,6
digits_n400,400,20,1,floyd_warshall,0.0884202,0.008801126750000013,6
digits_n400,400,20,1,johnson,0.068117576,0.0011987004999999967,6
digits_n400,400,20,2,dijkstra,0.052742149,0.0017778947499999948,6
digits_n400,400,20,2,floyd_warshall,0.0923647165,0.003988422499999991,6
digits_n400,400,20,2,johnson,0.070576366,0.002018408499999999,6
digits_n400,400,20,3,dijkstra,0.0516645025,0.0006565424999999958,6
digits_n400,400,20,3,floyd_warshall,0.091393045,0.0025395534999999997,6
digits_n400,400,20,3,johnson,0.069197686,0.0016757650000000096,6
digits_n400,400,20,4,dijkstra,0.052944883,0.0015261470000000055,6
digits_n400,400,20,4,floyd_warshall,0.09004614699999999,0.0062824057499999975,6
digits_n400,400,20,4,johnson,0.0698636435,0.0013134187499999894,6
digits_n500,500,5,0,dijkstra,0.042711242999999996,0.0017702230000000013,6
digits_n500,500,5,0,floyd_warshall,0.113334069,0.0024164915000000065,6
digits_n500,500,5,0,johnson,0.050433224,0.0014732517500000014,6
digits_n500,500,5,1,dijkstra,0.04285805,0.001018369250000005,6
digits_n500,500,5,1,floyd_warshall,0.11465412050000001,0.004308213250000012,6
digits_n500,500,5,1,johnson,0.050898088499999994,0.002098899250000001,6
digits_n500,500,5,2,dijkstra,0.041241787,0.0011991062500000052,6
digits_n500,500,5,2,floyd_warshall,0.107372226,0.003158988500000001,6
digits_n500,500,5,2,johnson,0.050220539,0.001096461249999993,6
digits_n500,500,5,3,dijkstra,0.040771194999999996,0.0023973934999999974,6
digits_n500,500,5,3,floyd_warshall,0.1096080515,0.0030808267500000014,6
digits_n500,500,5,3,johnson,0.048837163,0.0006855397499999985,6
digits_n500,500,5,4,dijkstra,0.041625950999999994,0.002323310250000002,6
digits_n500,500,5,4,floyd_warshall,0.11054915000000001,0.0025847487500000044,6
digits_n500,500,5,4,johnson,0.051233195499999995,0.0014296877499999985,6
digits_n500,500,10,0,dijkstra,0.0567348605,0.0009303852499999987,6
digits_n500,500,10,0,floyd_warshall,0.1356612895,0.011018606250000007,6
digits_n500,500,10,0,johnson,0.07109882149999999,0.004668712999999991,6
digits_n500,500,10,1,dijkstra,0.056183643,0.0033634757499999973,6
digits_n500,500,10,1,floyd_warshall,0.1434515315,0.007451417750000022,6
digits_n500,500,10,1,johnson,0.071316616,0.004791320500000001,6
digits_n500,500,10,2,dijkstra,0.0551418185,0.0013522229999999927,6
digits_n500,500,10,2,floyd_warshall,0.14041291350000001,0.006782402750000027,6
digits_n500,500,10,2,johnson,0.07261817549999999,0.003346959750000017,6
digits_n500,500,10,3,dijkstra,0.057094952500000004,0.0025571510000000006,6
digits_n500,500,10,3,floyd_warshall,0.141448953,0.009860342750000028,6
digits_n500,500,10,3,johnson,0.070348822,0.002723821500000001,6
digits_n500,500,10,4,dijkstra,0.0549288515,0.0012783194999999997,6
digits_n500,500,10,4,floyd_warshall,0.143464063,0.012305639250000028,6
digits_n500,500,10,4,johnson,0.070937263,0.00653994225,6
digits_n500,500,20,0,dijkstra,0.0813530195,0.0005147809999999919,6
digits_n500,500,20,0,floyd_warshall,0.17136399200000002,0.005902853250000006,6
digits_n500,500,20,0,johnson,0.10602083000000001,0.0018140299999999943,6
digits_n500,500,20,1,dijkstra,0.0848760305,0.0038914934999999956,6
digits_n500,500,20,1,floyd_warshall,0.184174226,0.008414675499999968,6
digits_n500,500,20,1,johnson,0.10962888600000001,0.0032848807499999966,6
digits_n500,500,20,2,dijkstra,0.0835585965,0.04654444975000001,6
digits_n500,500,20,2,floyd_warshall,0.1730665875,0.059952589,6
digits_n500,500,20,2,johnson,0.1103952825,0.006837485750000011,6
digits_n500,500,20,3,dijkstra,0.080777812,0.0025816467499999857,6
digits_n500,500,20,3,floyd_warshall,0.169819847,0.011014874250000029,6
digits_n500,500,20,3,johnson,0.1056683385,0.0031318797499999967,6
digits_n500,500,20,4,dijkstra,0.081618416,0.0024266552500000066,6
digits_n500,500,20,4,floyd_warshall,0.1694560105,0.013489033000000011,6
digits_n500,500,20,4,johnson,0.107180977,0.0011358110000000005,6
digits_n750,750,5,0,dijkstra,0.0980664675,0.0013975162500000082,6
digits_n750,750,5,0,floyd_warshall,0.350688048,0.02153642274999995,6
digits_n750,750,5,0,johnson,0.1187119375,0.003330496250000009,6
digits_n750,750,5,1,dijkstra,0.092953162,0.0020992884999999906,6
digits_n750,750,5,1,floyd_warshall,0.3343507135,0.029698844499999988,6
digits_n750,750,5,1,johnson,0.1144907325,0.00610564475,6
digits_n750,750,5,2,dijkstra,0.090812999,0.0021301312500000003,6
digits_n750,750,5,2,floyd_warshall,0.33924658100000005,0.00696415625000002,6
digits_n750,750,5,2,johnson,0.11089157799999999,0.0006366092499999892,6
digits_n750,750,5,3,dijkstra,0.095372281,0.0022468760000000088,6
digits_n750,750,5,3,floyd_warshall,0.34645126950000005,0.002432502750000065,6
digits_n750,750,5,3,johnson,0.108204611,0.004034062249999998,6
digits_n750,750,5,4,dijkstra,0.093083729,0.00318405175,6
digits_n750,750,5,4,floyd_warshall,0.323143592,0.006897765249999965,6
digits_n750,750,5,4,johnson,0.105737312,0.0025495367499999977,6
digits_n750,750,10,0,dijkstra,0.12922448,0.002397646249999996,6
digits_n750,750,10,0,floyd_warshall,0.47761288150000003,0.017707484750000002,6
digits_n750,750,10,0,johnson,0.1612573075,0.0030747625000000223,6
digits_n750,750,10,1,dijkstra,0.129067359,0.005346752500000024,6
digits_n750,750,10,1,floyd_warshall,0.4478337445,0.031238009999999983,6
digits_n750,750,10,1,johnson,0.16339440100000002,0.0018865389999999926,6
digits_n750,750,10,2,dijkstra,0.128645813,0.003499382500000009,6
digits_n750,750,10,2,floyd_warshall,0.453230605,0.01627783275,6
digits_n750,750,10,2,johnson,0.1590531875,0.016449927749999982,6
digits_n750,750,10,3,dijkstra,0.1290140865,0.005942369000000003,6
digits_n750,750,10,3,floyd_warshall,0.476340376,0.029981509500000003,6
digits_n750,750,10,3,johnson,0.17065253149999998,0.019105357500000003,6
digits_n750,750,10,4,dijkstra,0.127585052,0.004866676249999979,6
digits_n750,750,10,4,floyd_warshall,0.4493582365,0.041656236999999985,6
digits_n750,750,10,4,johnson,0.149750514,0.010973021999999999,6
digits_n750,750,20,0,dijkstra,0.1870658365,0.011219286000000023,6
digits_n750,750,20,0,floyd_warshall,0.516772877,0.02633696224999993,6
digits_n750,750,20,0,johnson,0.235276856,0.01853955674999999,6
digits_n750,750,20,1,dijkstra,0.18807017799999998,0.006522625249999997,6
digits_n750,750,20,1,floyd_warshall,0.5335926390000001,0.03132330999999999,6
digits_n750,750,20,1,johnson,0.24355905700000002,0.010565568499999983,6
digits_n750,750,20,2,dijkstra,0.18312767349999998,0.0062579269999999965,6
digits_n750,750,20,2,floyd_warshall,0.5645355704999999,0.006067161250000064,6
digits_n750,750,20,2,johnson,0.245111219,0.0038131272499999924,6
digits_n750,750,20,3,dijkstra,0.18822563050000002,0.009248673749999964,6
digits_n750,750,20,3,floyd_warshall,0.525577876,0.014258677499999983,6
digits_n750,750,20,3,johnson,0.2260230755,0.006418421749999986,6
digits_n750,750,20,4,dijkstra,0.1920506725,0.01039575550000002,6
digits_n750,750,20,4,floyd_warshall,0.524825949,0.006259336249999858,6
digits_n750,750,20,4,johnson,0.2303000195,0.006552965000000022,6
