dataset,k,algorithm,method,repeat,nodes,edges,baseline_rss_mib,baseline_maxrss_mib,peak_maxrss_mib,incremental_peak_rss_mib,end_rss_mib,output_matrix_mib,temporary_over_output_mib,affinity_cpu
diabetes,20,johnson,J,1,442,6084,37.60546875,37.44921875,41.82421875,4.21875,41.9296875,1.490509033203125,2.728240966796875,0
diabetes,20,johnson,J,2,442,6084,37.60546875,37.453125,41.828125,4.22265625,41.9296875,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,3,442,6084,37.60546875,37.453125,41.828125,4.22265625,41.9296875,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,4,442,6084,37.60546875,37.453125,41.828125,4.22265625,41.9296875,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,5,442,6084,37.609375,37.453125,41.828125,4.21875,41.93359375,1.490509033203125,2.728240966796875,0
diabetes,20,johnson,J,6,442,6084,37.609375,37.45703125,41.83203125,4.22265625,41.93359375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,7,442,6084,37.609375,37.45703125,41.83203125,4.22265625,41.93359375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,8,442,6084,37.609375,37.45703125,41.83203125,4.22265625,41.93359375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,9,442,6084,37.609375,37.45703125,41.83203125,4.22265625,41.93359375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,10,442,6084,37.609375,37.45703125,41.83203125,4.22265625,41.9375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,11,442,6084,37.61328125,37.45703125,41.83203125,4.21875,41.9375,1.490509033203125,2.728240966796875,0
diabetes,20,johnson,J,12,442,6084,37.61328125,37.45703125,41.83203125,4.21875,41.9375,1.490509033203125,2.728240966796875,0
diabetes,20,johnson,J,13,442,6084,37.61328125,37.45703125,41.83203125,4.21875,41.9375,1.490509033203125,2.728240966796875,0
diabetes,20,johnson,J,14,442,6084,37.61328125,37.4609375,41.8359375,4.22265625,41.94921875,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,15,442,6084,37.6171875,37.4609375,41.8359375,4.21875,41.953125,1.490509033203125,2.728240966796875,0
diabetes,20,johnson,J,16,442,6084,37.625,37.46484375,41.83984375,4.21484375,41.953125,1.490509033203125,2.724334716796875,0
diabetes,20,johnson,J,17,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.953125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,18,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.953125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,19,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.953125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,20,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.953125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,21,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.953125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,22,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.953125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,23,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.95703125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,24,442,6084,37.625,37.47265625,41.84765625,4.22265625,41.95703125,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,25,442,6084,37.6328125,37.47265625,41.84765625,4.21484375,41.95703125,1.490509033203125,2.724334716796875,0
diabetes,20,johnson,J,26,442,6084,37.6328125,37.48046875,41.85546875,4.22265625,41.9609375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,27,442,6084,37.6328125,37.48046875,41.85546875,4.22265625,41.9609375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,28,442,6084,37.6328125,37.48046875,41.85546875,4.22265625,41.9609375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,29,442,6084,37.6328125,37.48046875,41.85546875,4.22265625,41.96484375,1.490509033203125,2.732147216796875,0
diabetes,20,johnson,J,30,442,6084,37.63671875,37.48046875,41.85546875,4.21875,41.96484375,1.490509033203125,2.728240966796875,0
