dataset,k,seed_id,algorithm,method,repeat,batch_iterations,wall_time_s,cpu_time_s,cpu_wall_ratio,affinity_cpu,nodes,edges
breast_cancer,20,0,floyd_warshall,FW,1,1,0.250681429,0.250666236,0.9999393931969327,0,569,8390
breast_cancer,20,0,johnson,J,1,1,0.149055841,0.148985049,0.9995250638987037,0,569,8390
breast_cancer,20,0,dijkstra,D,1,1,0.103280308,0.103277719,0.9999749322978394,0,569,8390
breast_cancer,20,0,dijkstra,D,2,1,0.106261904,0.106260438,0.9999862038986239,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,2,1,0.22632617,0.226302399,0.9998949701662869,0,569,8390
breast_cancer,20,0,johnson,J,2,1,0.131673045,0.131653715,0.9998531969850019,0,569,8390
breast_cancer,20,0,johnson,J,3,1,0.132002564,0.131996411,0.9999533872690535,0,569,8390
breast_cancer,20,0,dijkstra,D,3,1,0.104865139,0.104863319,0.9999826443752675,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,3,1,0.22107001,0.221017536,0.999762636279792,0,569,8390
breast_cancer,20,0,johnson,J,4,1,0.13168226,0.131679913,0.9999821767943534,0,569,8390
breast_cancer,20,0,dijkstra,D,4,1,0.110226624,0.110223319,0.9999700163183807,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,4,1,0.227300683,0.227273906,0.9998821956905426,0,569,8390
breast_cancer,20,0,dijkstra,D,5,1,0.111635755,0.111632584,0.999971595122011,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,5,1,0.22016058,0.220139015,0.9999020487682219,0,569,8390
breast_cancer,20,0,johnson,J,5,1,0.135456475,0.135438084,0.9998642294508254,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,6,1,0.218981777,0.218967871,0.9999364969990175,0,569,8390
breast_cancer,20,0,dijkstra,D,6,1,0.113078364,0.113075261,0.9999725588530799,0,569,8390
breast_cancer,20,0,johnson,J,6,1,0.134389811,0.134386229,0.9999733461936336,0,569,8390
breast_cancer,20,0,johnson,J,7,1,0.136587968,0.136585602,0.999982677830012,0,569,8390
breast_cancer,20,0,dijkstra,D,7,1,0.108170253,0.108167931,0.999978533839613,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,7,1,0.225193218,0.225155764,0.9998336806040047,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,8,1,0.221800644,0.221787039,0.9999386611339145,0,569,8390
breast_cancer,20,0,dijkstra,D,8,1,0.110613809,0.110609194,0.999958278265239,0,569,8390
breast_cancer,20,0,johnson,J,8,1,0.134720099,0.134707427,0.9999059383114021,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,9,1,0.220597907,0.220566054,0.9998556060642951,0,569,8390
breast_cancer,20,0,johnson,J,9,1,0.133464675,0.133458495,0.9999536956127155,0,569,8390
breast_cancer,20,0,dijkstra,D,9,1,0.10970426,0.109686052,0.9998340264999738,0,569,8390
breast_cancer,20,0,johnson,J,10,1,0.133569909,0.133566836,0.999976993321153,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,10,1,0.22367619,0.223660813,0.9999312532996919,0,569,8390
breast_cancer,20,0,dijkstra,D,10,1,0.111822539,0.111809989,0.9998877686009258,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,11,1,0.22019174,0.220165204,0.9998794868508691,0,569,8390
breast_cancer,20,0,johnson,J,11,1,0.13440642,0.134354067,0.9996104873561843,0,569,8390
breast_cancer,20,0,dijkstra,D,11,1,0.108649827,0.108648036,0.999983515850421,0,569,8390
breast_cancer,20,0,johnson,J,12,1,0.132386984,0.132383495,0.9999736454453859,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,12,1,0.230953682,0.230938477,0.9999341642884049,0,569,8390
breast_cancer,20,0,dijkstra,D,12,1,0.116717527,0.116708513,0.9999227708105912,0,569,8390
breast_cancer,20,0,dijkstra,D,13,1,0.111958864,0.111934532,0.999782670177861,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,13,1,0.226281471,0.226265544,0.9999296142104361,0,569,8390
breast_cancer,20,0,johnson,J,13,1,0.134693643,0.134675872,0.9998680635581295,0,569,8390
breast_cancer,20,0,johnson,J,14,1,0.130840343,0.130834313,0.9999539132972161,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,14,1,0.216976218,0.21696136,0.9999315224491562,0,569,8390
breast_cancer,20,0,dijkstra,D,14,1,0.111384797,0.111374204,0.999904897254515,0,569,8390
breast_cancer,20,0,dijkstra,D,15,1,0.109249387,0.109244762,0.9999576656663528,0,569,8390
breast_cancer,20,0,johnson,J,15,1,0.131930993,0.131923199,0.9999409236615083,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,15,1,0.22851547,0.228449994,0.9997134723526595,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,16,1,0.228763411,0.228748473,0.9999347010960595,0,569,8390
breast_cancer,20,0,dijkstra,D,16,1,0.114392935,0.114390955,0.9999826912387553,0,569,8390
breast_cancer,20,0,johnson,J,16,1,0.13912663,0.139105126,0.9998454357731513,0,569,8390
breast_cancer,20,0,johnson,J,17,1,0.140278915,0.140272743,0.9999560019408477,0,569,8390
breast_cancer,20,0,dijkstra,D,17,1,0.115723715,0.115710825,0.9998886140148543,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,17,1,0.232110004,0.232055659,0.9997658653265112,0,569,8390
breast_cancer,20,0,johnson,J,18,1,0.138599077,0.138594621,0.9999678497137467,0,569,8390
breast_cancer,20,0,dijkstra,D,18,1,0.117093724,0.117090224,0.999970109414233,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,18,1,0.236622703,0.236607245,0.9999346723716532,0,569,8390
breast_cancer,20,0,johnson,J,19,1,0.136338569,0.136333182,0.9999604880699606,0,569,8390
breast_cancer,20,0,dijkstra,D,19,1,0.114261803,0.114259157,0.9999768426549335,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,19,1,0.232146389,0.232079857,0.9997134049756854,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,20,1,0.225577696,0.22556253,0.9999327681758041,0,569,8390
breast_cancer,20,0,johnson,J,20,1,0.139537756,0.139513924,0.9998292075157064,0,569,8390
breast_cancer,20,0,dijkstra,D,20,1,0.112923632,0.112909528,0.9998751014313815,0,569,8390
breast_cancer,20,0,dijkstra,D,21,1,0.107309584,0.10730527,0.9999597985581604,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,21,1,0.222165187,0.222150558,0.9999341525997051,0,569,8390
breast_cancer,20,0,johnson,J,21,1,0.134953134,0.134932572,0.999847635994878,0,569,8390
breast_cancer,20,0,johnson,J,22,1,0.130847822,0.130843646,0.9999680850629673,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,22,1,0.217186582,0.21717316,0.999938200602098,0,569,8390
breast_cancer,20,0,dijkstra,D,22,1,0.109250908,0.109239918,0.9998994058703843,0,569,8390
breast_cancer,20,0,dijkstra,D,23,1,0.110298067,0.110293542,0.9999589748023416,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,23,1,0.226677001,0.226614279,0.9997232979096985,0,569,8390
breast_cancer,20,0,johnson,J,23,1,0.132926161,0.132922801,0.9999747228087029,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,24,1,0.224070097,0.224049053,0.9999060829611727,0,569,8390
breast_cancer,20,0,johnson,J,24,1,0.132731388,0.132703935,0.9997931687416693,0,569,8390
breast_cancer,20,0,dijkstra,D,24,1,0.112984364,0.112971709,0.9998879933510092,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,25,1,0.227143995,0.227130108,0.9999388625704149,0,569,8390
breast_cancer,20,0,dijkstra,D,25,1,0.111220528,0.111217717,0.9999747258887316,0,569,8390
breast_cancer,20,0,johnson,J,25,1,0.133361299,0.133347804,0.9998988087241112,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,26,1,0.220757556,0.220743251,0.9999352004060056,0,569,8390
breast_cancer,20,0,johnson,J,26,1,0.135103353,0.135100335,0.9999776615462681,0,569,8390
breast_cancer,20,0,dijkstra,D,26,1,0.110470169,0.110467322,0.9999742283367016,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,27,1,0.229177181,0.229162714,0.9999368741689862,0,569,8390
breast_cancer,20,0,dijkstra,D,27,1,0.110376421,0.11034175,0.999685883998721,0,569,8390
breast_cancer,20,0,johnson,J,27,1,0.132324043,0.132319295,0.9999641183877672,0,569,8390
breast_cancer,20,0,dijkstra,D,28,1,0.110320416,0.110319008,0.9999872371764805,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,28,1,0.223257879,0.223224796,0.9998518170998122,0,569,8390
breast_cancer,20,0,johnson,J,28,1,0.13517615,0.135149701,0.9998043367857423,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,29,1,0.224720501,0.224696551,0.999893423163915,0,569,8390
breast_cancer,20,0,dijkstra,D,29,1,0.114193246,0.11419166,0.9999861112626574,0,569,8390
breast_cancer,20,0,johnson,J,29,1,0.134942166,0.134938273,0.9999711506038816,0,569,8390
breast_cancer,20,0,floyd_warshall,FW,30,1,0.220620191,0.220606588,0.9999383419988065,0,569,8390
