dataset,k,seed_id,algorithm,method,repeat,batch_iterations,wall_time_s,cpu_time_s,cpu_wall_ratio,affinity_cpu,nodes,edges
digits,20,0,johnson,J,1,1,1.422943364,1.422717365,0.9998411749857952,0,1797,24927
digits,20,0,floyd_warshall,FW,1,1,6.880436467,6.879307995,0.9998359883118734,0,1797,24927
digits,20,0,dijkstra,D,1,1,1.179906644,1.17973425,0.9998538918304457,0,1797,24927
digits,20,0,floyd_warshall,FW,2,1,6.990390382,6.98874949,0.9997652646117983,0,1797,24927
digits,20,0,dijkstra,D,2,1,1.170363845,1.170167269,0.9998320385572061,0,1797,24927
digits,20,0,johnson,J,2,1,1.530871018,1.530616715,0.9998338834578421,0,1797,24927
digits,20,0,johnson,J,3,1,1.529800431,1.52958256,0.9998575820769918,0,1797,24927
digits,20,0,floyd_warshall,FW,3,1,7.436539505,7.435259808,0.9998279176760724,0,1797,24927
digits,20,0,dijkstra,D,3,1,1.100777514,1.100562806,0.9998049487773238,0,1797,24927
digits,20,0,floyd_warshall,FW,4,1,6.938554723,6.937345069,0.9998256619644448,0,1797,24927
digits,20,0,johnson,J,4,1,1.430756543,1.430530317,0.9998418836516201,0,1797,24927
digits,20,0,dijkstra,D,4,1,1.162517498,1.162378756,0.9998806538394144,0,1797,24927
digits,20,0,johnson,J,5,1,1.386231456,1.386016814,0.999845161499495,0,1797,24927
digits,20,0,dijkstra,D,5,1,1.067931862,1.067762576,0.9998414823959996,0,1797,24927
digits,20,0,floyd_warshall,FW,5,1,6.946138038,6.944867659,0.9998171100267443,0,1797,24927
digits,20,0,dijkstra,D,6,1,1.188730459,1.188591309,0.9998829423449642,0,1797,24927
digits,20,0,johnson,J,6,1,1.479068917,1.478856454,0.999856353549481,0,1797,24927
digits,20,0,floyd_warshall,FW,6,1,6.865720429,6.864625658,0.9998405453569918,0,1797,24927
digits,20,0,dijkstra,D,7,1,1.20582859,1.205623307,0.9998297577270082,0,1797,24927
digits,20,0,johnson,J,7,1,1.551837183,1.551603924,0.9998496884837177,0,1797,24927
digits,20,0,floyd_warshall,FW,7,1,7.174746059,7.173581124,0.999837633974719,0,1797,24927
digits,20,0,floyd_warshall,FW,8,1,6.904468527,6.903364429,0.99984008935725,0,1797,24927
digits,20,0,dijkstra,D,8,1,1.129102159,1.128937635,0.9998542877642305,0,1797,24927
digits,20,0,johnson,J,8,1,1.402763198,1.402538903,0.9998401048727826,0,1797,24927
digits,20,0,johnson,J,9,1,1.407462426,1.407298615,0.9998836125235219,0,1797,24927
digits,20,0,floyd_warshall,FW,9,1,6.869138807,6.86800824,0.999835413574865,0,1797,24927
digits,20,0,dijkstra,D,9,1,1.225228955,1.225053296,0.9998566316937882,0,1797,24927
digits,20,0,floyd_warshall,FW,10,1,7.324507247,7.323268091,0.9998308205646862,0,1797,24927
digits,20,0,johnson,J,10,1,1.423182617,1.422997303,0.9998697890223037,0,1797,24927
