dataset,k,algorithm,method,repeat,nodes,edges,baseline_rss_mib,baseline_maxrss_mib,peak_maxrss_mib,incremental_peak_rss_mib,end_rss_mib,output_matrix_mib,temporary_over_output_mib,affinity_cpu
diabetes,10,dijkstra,D,1,442,3083,37.640625,37.5390625,41.9140625,4.2734375,42.0390625,1.490509033203125,2.782928466796875,0
diabetes,10,dijkstra,D,2,442,3083,37.640625,37.54296875,41.91796875,4.27734375,42.0390625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,3,442,3083,37.640625,37.54296875,41.91796875,4.27734375,42.0390625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,4,442,3083,37.640625,37.54296875,41.91796875,4.27734375,42.0390625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,5,442,3083,37.64453125,37.54296875,41.91796875,4.2734375,42.04296875,1.490509033203125,2.782928466796875,0
diabetes,10,dijkstra,D,6,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.04296875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,7,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.04296875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,8,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.04296875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,9,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.04296875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,10,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.04296875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,11,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.046875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,12,442,3083,37.64453125,37.546875,41.921875,4.27734375,42.046875,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,13,442,3083,37.6484375,37.546875,41.921875,4.2734375,42.046875,1.490509033203125,2.782928466796875,0
diabetes,10,dijkstra,D,14,442,3083,37.6484375,37.546875,41.921875,4.2734375,42.05078125,1.490509033203125,2.782928466796875,0
diabetes,10,dijkstra,D,15,442,3083,37.65234375,37.55078125,41.92578125,4.2734375,42.05859375,1.490509033203125,2.782928466796875,0
diabetes,10,dijkstra,D,16,442,3083,37.65625,37.5546875,41.9296875,4.2734375,42.05859375,1.490509033203125,2.782928466796875,0
diabetes,10,dijkstra,D,17,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,18,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,19,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,20,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,21,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,22,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,23,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.05859375,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,24,442,3083,37.65625,37.55859375,41.93359375,4.27734375,42.0625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,25,442,3083,37.6640625,37.55859375,41.93359375,4.26953125,42.0625,1.490509033203125,2.779022216796875,0
diabetes,10,dijkstra,D,26,442,3083,37.6640625,37.56640625,41.94140625,4.27734375,42.06640625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,27,442,3083,37.6640625,37.56640625,41.94140625,4.27734375,42.06640625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,28,442,3083,37.6640625,37.56640625,41.94140625,4.27734375,42.06640625,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,29,442,3083,37.6640625,37.56640625,41.94140625,4.27734375,42.0703125,1.490509033203125,2.786834716796875,0
diabetes,10,dijkstra,D,30,442,3083,37.66796875,37.56640625,41.94140625,4.2734375,42.0703125,1.490509033203125,2.782928466796875,0
