dataset,k,seed_id,algorithm,method,repeat,batch_iterations,wall_time_s,cpu_time_s,cpu_wall_ratio,affinity_cpu,nodes,edges
digits_n250,20,1,floyd_warshall,FW,1,1,0.02180885,0.02181293,1.0001870800156818,0,250,3342
digits_n250,20,1,johnson,J,1,1,0.024356893,0.024359283,1.0000981241737195,0,250,3342
digits_n250,20,1,dijkstra,D,1,1,0.022720905,0.02272751,1.000290701448732,0,250,3342
digits_n250,20,1,dijkstra,D,2,1,0.021718159,0.021723768,1.0002582631428383,0,250,3342
digits_n250,20,1,johnson,J,2,1,0.024046558,0.024044479,0.9999135427199186,0,250,3342
digits_n250,20,1,floyd_warshall,FW,2,1,0.021584183,0.021589514,1.0002469864159325,0,250,3342
digits_n250,20,1,johnson,J,3,1,0.024438712,0.024433558,0.9997891050886806,0,250,3342
digits_n250,20,1,dijkstra,D,3,1,0.020542706,0.020548265,1.000270606997929,0,250,3342
digits_n250,20,1,floyd_warshall,FW,3,1,0.021447763,0.021454197,1.0002999846650673,0,250,3342
digits_n250,20,1,dijkstra,D,4,1,0.020570862,0.020575749,1.0002375690430474,0,250,3342
digits_n250,20,1,johnson,J,4,1,0.025280112,0.02528537,1.0002079895848563,0,250,3342
digits_n250,20,1,floyd_warshall,FW,4,1,0.022369726,0.022375971,1.0002791719487312,0,250,3342
digits_n250,20,1,dijkstra,D,5,1,0.021634019,0.021640259,1.0002884346177194,0,250,3342
digits_n250,20,1,johnson,J,5,1,0.025733394,0.025738494,1.0001981860612712,0,250,3342
digits_n250,20,1,floyd_warshall,FW,5,1,0.021847643,0.021853677,1.000276185399038,0,250,3342
digits_n250,20,1,johnson,J,6,1,0.025488397,0.025493078,1.0001836521927998,0,250,3342
digits_n250,20,1,dijkstra,D,6,1,0.020544661,0.020552971,1.000404484649321,0,250,3342
digits_n250,20,1,floyd_warshall,FW,6,1,0.022323485,0.022330148,1.0002984749021042,0,250,3342
