dataset,k,algorithm,method,repeat,nodes,edges,baseline_rss_mib,baseline_maxrss_mib,peak_maxrss_mib,incremental_peak_rss_mib,end_rss_mib,output_matrix_mib,temporary_over_output_mib,affinity_cpu
wine,10,dijkstra,D,1,178,1231,37.3828125,37.3046875,40.4296875,3.046875,40.48828125,0.241729736328125,2.805145263671875,0
wine,10,dijkstra,D,2,178,1231,37.3828125,37.30859375,40.43359375,3.05078125,40.48828125,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,3,178,1231,37.3828125,37.30859375,40.43359375,3.05078125,40.48828125,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,4,178,1231,37.3828125,37.30859375,40.43359375,3.05078125,40.48828125,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,5,178,1231,37.38671875,37.30859375,40.43359375,3.046875,40.4921875,0.241729736328125,2.805145263671875,0
wine,10,dijkstra,D,6,178,1231,37.38671875,37.3125,40.4375,3.05078125,40.4921875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,7,178,1231,37.38671875,37.3125,40.4375,3.05078125,40.4921875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,8,178,1231,37.38671875,37.3125,40.4375,3.05078125,40.4921875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,9,178,1231,37.38671875,37.3125,40.4375,3.05078125,40.4921875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,10,178,1231,37.38671875,37.3125,40.4375,3.05078125,40.4921875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,11,178,1231,37.38671875,37.3125,40.4375,3.05078125,40.5,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,12,178,1231,37.390625,37.3125,40.4375,3.046875,40.5,0.241729736328125,2.805145263671875,0
wine,10,dijkstra,D,13,178,1231,37.3984375,37.32421875,40.44921875,3.05078125,40.5,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,14,178,1231,37.3984375,37.32421875,40.44921875,3.05078125,40.50390625,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,15,178,1231,37.40234375,37.328125,40.453125,3.05078125,40.5078125,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,16,178,1231,37.40234375,37.33203125,40.45703125,3.0546875,40.5078125,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,17,178,1231,37.40234375,37.33203125,40.45703125,3.0546875,40.5078125,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,18,178,1231,37.40234375,37.33203125,40.45703125,3.0546875,40.5078125,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,19,178,1231,37.40234375,37.33203125,40.45703125,3.0546875,40.5078125,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,20,178,1231,37.40234375,37.33203125,40.45703125,3.0546875,40.51171875,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,21,178,1231,37.40625,37.33203125,40.45703125,3.05078125,40.51171875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,22,178,1231,37.40625,37.3359375,40.4609375,3.0546875,40.51171875,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,23,178,1231,37.40625,37.3359375,40.4609375,3.0546875,40.51171875,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,24,178,1231,37.40625,37.3359375,40.4609375,3.0546875,40.51171875,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,25,178,1231,37.41015625,37.3359375,40.4609375,3.05078125,40.51171875,0.241729736328125,2.809051513671875,0
wine,10,dijkstra,D,26,178,1231,37.41015625,37.33984375,40.46484375,3.0546875,40.515625,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,27,178,1231,37.41015625,37.33984375,40.46484375,3.0546875,40.515625,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,28,178,1231,37.41015625,37.33984375,40.46484375,3.0546875,40.515625,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,29,178,1231,37.41015625,37.33984375,40.46484375,3.0546875,40.51953125,0.241729736328125,2.812957763671875,0
wine,10,dijkstra,D,30,178,1231,37.41796875,37.33984375,40.46484375,3.046875,40.5234375,0.241729736328125,2.805145263671875,0
