dataset,k,seed_id,algorithm,method,repeat,batch_iterations,wall_time_s,cpu_time_s,cpu_wall_ratio,affinity_cpu,nodes,edges
digits,5,0,dijkstra,D,1,1,0.579381508,0.579325845,0.9999039268612625,0,1797,6427
digits,5,0,floyd_warshall,FW,1,1,5.039328723,5.038508175,0.9998371711699904,0,1797,6427
digits,5,0,johnson,J,1,1,0.64369598,0.643587738,0.9998318429765556,0,1797,6427
digits,5,0,johnson,J,2,1,0.647644654,0.647575668,0.9998934817116547,0,1797,6427
digits,5,0,dijkstra,D,2,1,0.624385866,0.624292455,0.9998503953963621,0,1797,6427
digits,5,0,floyd_warshall,FW,2,1,4.972721142,4.971823651,0.9998195171266654,0,1797,6427
digits,5,0,dijkstra,D,3,1,0.53133218,0.531274905,0.9998922049103066,0,1797,6427
digits,5,0,floyd_warshall,FW,3,1,4.932333629,4.931298976,0.9997902305322743,0,1797,6427
digits,5,0,johnson,J,3,1,0.638787643,0.63872528,0.9999023728766775,0,1797,6427
digits,5,0,dijkstra,D,4,1,0.585684308,0.585623283,0.99989580564279,0,1797,6427
digits,5,0,floyd_warshall,FW,4,1,4.967973908,4.967129727,0.9998300753957984,0,1797,6427
digits,5,0,johnson,J,4,1,0.619934003,0.619866726,0.9998914771577709,0,1797,6427
digits,5,0,dijkstra,D,5,1,0.561115304,0.56103163,0.999850879134104,0,1797,6427
digits,5,0,johnson,J,5,1,0.630622426,0.630514537,0.9998289166456,0,1797,6427
digits,5,0,floyd_warshall,FW,5,1,4.892339519,4.891546363,0.9998378779729167,0,1797,6427
digits,5,0,dijkstra,D,6,1,0.595322616,0.595241269,0.9998633564426854,0,1797,6427
digits,5,0,floyd_warshall,FW,6,1,5.433109368,5.432174532,0.9998279372019444,0,1797,6427
digits,5,0,johnson,J,6,1,0.686428457,0.686346377,0.999880424537819,0,1797,6427
digits,5,0,floyd_warshall,FW,7,1,5.449933732,5.448977108,0.9998244705262409,0,1797,6427
digits,5,0,dijkstra,D,7,1,0.57532289,0.575237869,0.9998522203766305,0,1797,6427
digits,5,0,johnson,J,7,1,0.648296728,0.648172197,0.9998079104912587,0,1797,6427
digits,5,0,johnson,J,8,1,0.650100595,0.650022398,0.9998797155384852,0,1797,6427
digits,5,0,floyd_warshall,FW,8,1,4.907320534,4.906475993,0.9998279018062609,0,1797,6427
digits,5,0,dijkstra,D,8,1,0.56327717,0.563214168,0.9998881509790287,0,1797,6427
digits,5,0,dijkstra,D,9,1,0.552878346,0.552803534,0.9998646863264926,0,1797,6427
digits,5,0,floyd_warshall,FW,9,1,4.971172738,4.970386601,0.9998418608562945,0,1797,6427
digits,5,0,johnson,J,9,1,0.71830124,0.718220778,0.9998879829303928,0,1797,6427
digits,5,0,dijkstra,D,10,1,0.594548597,0.594462468,0.9998551354751579,0,1797,6427
digits,5,0,johnson,J,10,1,0.696935569,0.696807785,0.9998166487611138,0,1797,6427
digits,5,0,floyd_warshall,FW,10,1,5.292902538,5.291955213,0.9998210197536798,0,1797,6427
digits,5,0,dijkstra,D,11,1,0.580913471,0.580784203,0.999777474604303,0,1797,6427
digits,5,0,johnson,J,11,1,0.636830485,0.636730478,0.99984296134944,0,1797,6427
digits,5,0,floyd_warshall,FW,11,1,4.944723899,4.943975736,0.999848694686441,0,1797,6427
digits,5,0,dijkstra,D,12,1,0.64704319,0.64694451,0.999847490860695,0,1797,6427
digits,5,0,floyd_warshall,FW,12,1,4.977758247,4.976941612,0.999835943217915,0,1797,6427
digits,5,0,johnson,J,12,1,0.633269747,0.633135373,0.9997878092224733,0,1797,6427
