dataset,k,seed_id,algorithm,method,repeat,batch_iterations,wall_time_s,cpu_time_s,cpu_wall_ratio,affinity_cpu,nodes,edges
breast_cancer,5,0,floyd_warshall,FW,1,1,0.168386133,0.168377095,0.9999463257464319,0,569,2168
breast_cancer,5,0,johnson,J,1,1,0.060371097,0.060372142,1.000017309607609,0,569,2168
breast_cancer,5,0,dijkstra,D,1,1,0.053325649,0.053326365,1.0000134269345695,0,569,2168
breast_cancer,5,0,dijkstra,D,2,1,0.055350681,0.055350454,0.9999958988761132,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,2,1,0.163951523,0.163892837,0.9996420527304283,0,569,2168
breast_cancer,5,0,johnson,J,2,1,0.060336816,0.060326949,0.9998364680032171,0,569,2168
breast_cancer,5,0,dijkstra,D,3,1,0.053725537,0.053716058,0.9998235662120977,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,3,1,0.16368202,0.163672519,0.9999419545286646,0,569,2168
breast_cancer,5,0,johnson,J,3,1,0.061002704,0.060994602,0.999867186215221,0,569,2168
breast_cancer,5,0,dijkstra,D,4,1,0.053587501,0.053581848,0.9998945089826077,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,4,1,0.165187696,0.165178622,0.9999450685479626,0,569,2168
breast_cancer,5,0,johnson,J,4,1,0.062084799,0.062085317,1.000008343427189,0,569,2168
breast_cancer,5,0,dijkstra,D,5,1,0.056508377,0.056524884,1.0002921159813172,0,569,2168
breast_cancer,5,0,johnson,J,5,1,0.062977979,0.062977669,0.9999950776445208,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,5,1,0.163563157,0.163532978,0.9998154902329258,0,569,2168
breast_cancer,5,0,johnson,J,6,1,0.060582184,0.060585604,1.0000564522401505,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,6,1,0.174993175,0.174982485,0.9999389119032784,0,569,2168
breast_cancer,5,0,dijkstra,D,6,1,0.056962881,0.056965402,1.0000442568907286,0,569,2168
breast_cancer,5,0,dijkstra,D,7,1,0.055792204,0.055741342,0.9990883672564719,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,7,1,0.168188145,0.168171822,0.9999029479753165,0,569,2168
breast_cancer,5,0,johnson,J,7,1,0.064522609,0.064523919,1.0000203029607808,0,569,2168
breast_cancer,5,0,dijkstra,D,8,1,0.059163719,0.059165811,1.0000353595080795,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,8,1,0.164324602,0.164298646,0.9998420443458613,0,569,2168
breast_cancer,5,0,johnson,J,8,1,0.061472255,0.061473287,1.000016788061541,0,569,2168
breast_cancer,5,0,johnson,J,9,1,0.060733218,0.060733602,1.0000063227342901,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,9,1,0.161565367,0.161543017,0.9998616658977417,0,569,2168
breast_cancer,5,0,dijkstra,D,9,1,0.054245452,0.054238043,0.9998634171211257,0,569,2168
breast_cancer,5,0,johnson,J,10,1,0.060722775,0.060722519,0.9999957841188912,0,569,2168
breast_cancer,5,0,dijkstra,D,10,1,0.053900912,0.053891821,0.9998313386608374,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,10,1,0.167031974,0.167021557,0.9999376346950195,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,11,1,0.165455727,0.165419031,0.9997782125728413,0,569,2168
breast_cancer,5,0,dijkstra,D,11,1,0.055968784,0.055969445,1.0000118101547462,0,569,2168
breast_cancer,5,0,johnson,J,11,1,0.060680054,0.06067981,0.9999959789093135,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,12,1,0.166637666,0.166581593,0.999663503448254,0,569,2168
breast_cancer,5,0,dijkstra,D,12,1,0.053840668,0.053840881,1.0000039561173348,0,569,2168
breast_cancer,5,0,johnson,J,12,1,0.06037753,0.060378108,1.0000095730978065,0,569,2168
breast_cancer,5,0,dijkstra,D,13,1,0.052656807,0.052656867,1.0000011394538222,0,569,2168
breast_cancer,5,0,johnson,J,13,1,0.06359557,0.063597436,1.0000293416664083,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,13,1,0.161439228,0.16141564,0.9998538892913933,0,569,2168
breast_cancer,5,0,dijkstra,D,14,1,0.053942951,0.053943977,1.0000190200940249,0,569,2168
breast_cancer,5,0,johnson,J,14,1,0.059976459,0.059976315,0.9999975990579903,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,14,1,0.169122859,0.169114216,0.9999488951401894,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,15,1,0.173118278,0.173064821,0.9996912111152123,0,569,2168
breast_cancer,5,0,johnson,J,15,1,0.0612042,0.06120552,1.0000215671473527,0,569,2168
breast_cancer,5,0,dijkstra,D,15,1,0.050337448,0.050338059,1.0000121380805795,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,16,1,0.164575563,0.164566035,0.9999421056211121,0,569,2168
breast_cancer,5,0,johnson,J,16,1,0.060375156,0.060375442,1.0000047370478016,0,569,2168
breast_cancer,5,0,dijkstra,D,16,1,0.053213548,0.053216194,1.0000497241792636,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,17,1,0.161974068,0.161965566,0.999947510116249,0,569,2168
breast_cancer,5,0,dijkstra,D,17,1,0.05483019,0.054830333,1.0000026080522428,0,569,2168
breast_cancer,5,0,johnson,J,17,1,0.061746849,0.061754752,1.0001279903368026,0,569,2168
breast_cancer,5,0,dijkstra,D,18,1,0.054191649,0.054191373,0.9999949069643553,0,569,2168
breast_cancer,5,0,johnson,J,18,1,0.063251856,0.06325336,1.0000237779583891,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,18,1,0.165416812,0.165390158,0.9998388676478664,0,569,2168
breast_cancer,5,0,dijkstra,D,19,1,0.053598685,0.053600516,1.0000341612858599,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,19,1,0.160210258,0.160207438,0.9999823981308363,0,569,2168
breast_cancer,5,0,johnson,J,19,1,0.059845742,0.059846231,1.0000081710073876,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,20,1,0.164674442,0.164655973,0.9998878453767587,0,569,2168
breast_cancer,5,0,dijkstra,D,20,1,0.057789697,0.057779191,0.9998182028883107,0,569,2168
breast_cancer,5,0,johnson,J,20,1,0.060442768,0.060443174,1.0000067170980653,0,569,2168
breast_cancer,5,0,dijkstra,D,21,1,0.054802587,0.054802633,1.0000008393764332,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,21,1,0.167855956,0.167846592,0.999944214073643,0,569,2168
breast_cancer,5,0,johnson,J,21,1,0.062091785,0.062024665,0.9989190196416483,0,569,2168
breast_cancer,5,0,johnson,J,22,1,0.062660244,0.062663099,1.0000455631803795,0,569,2168
breast_cancer,5,0,dijkstra,D,22,1,0.058200636,0.058202192,1.0000267351030323,0,569,2168
breast_cancer,5,0,floyd_warshall,FW,22,1,0.17212503,0.172105739,0.9998879244930269,0,569,2168
